mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
0,0,1,28,3809,3,12,7840,9719.35,0.5,219,15,3,3
0,0,1,27,4641,13,12,1223.85,121543.4,0.5,194,15,0,3
0,0,1,30,5179,43,12,2200,7890.21,351.1,186,15,0,3
0,0,1,24,3863,15,12,1315.87,121543.4,0.5,183,15,0,3
0,2,1,29,4264,19,12,4000,10800,2689.01,219,15,0,3
0,6,1,38,7066,16,12,5000,2525,57094.38,207,11,0,3
0,0,2,39,4070,92,12,3137.78,735,0.5,213,8,0,2
0,0,1,31,3787,9,12,11220,5714.04,815.98,193,15,0,3
0,8,2,33,6701,105,0,12400,66255.36,0.5,218,15,0,3
0,21,1,30,3533,69,8,3300,11220,642.41,214,15,1,3
0,0,1,26,4144,51,12,2261.04,9525.4,1615.76,213,15,2,3
0,0,1,36,5909,51,12,3500,9060,10555.83,216,15,0,3
0,0,1,26,4386,21,12,2304.71,9955,4320.77,208,15,0,3
0,3,2,37,5452,75,12,14672,9677.64,5766.28,218,15,1,3
0,0,2,36,7886,80,12,5602,26251.5,5531.3,240,15,1,3
0,0,1,37,4874,53,12,8881.34,13200.5,6944.16,216,15,1,3
0,1,1,26,4945,16,12,4380.68,6485,1849.47,186,4,1,2
0,1,1,59,4356,40,12,4000,6154.43,0.5,212,15,0,3
0,0,2,52,6456,64,12,13500,16707.81,0.5,217,15,0,3
0,0,1,29,5056,62,12,2500,26531,7709.41,200,15,1,3
0,0,2,40,9378,60,12,23125,13519.98,4800.73,202,15,1,3
0,0,2,30,6821,60,12,3500,3770.09,2610.58,219,14,1,3
0,2,1,37,7704,3,12,1241.97,1917,8702.61,177,24,0,2
0,0,1,23,4205,23,12,2100,1200,1925.85,190,15,0,3
0,2,2,65,8527,97,12,3000,2349,9533.21,230,12,0,2
0,18,2,31,4417,40,12,30000,26100,13488.34,213,12,1,3
0,1,1,44,4598,3,12,1666.13,121543.4,14344.56,202,15,0,3
0,0,1,56,6396,79,12,6600,16308.33,97.64,216,15,1,3
0,0,1,38,5452,3,12,12785,39794.68,6451.61,204,15,0,3
0,1,2,44,9073,59,12,2700,326.22,0.5,214,15,0,2
0,0,1,25,4813,58,12,2100,8530,8084.51,208,11,1,3
0,10,2,27,4386,9,12,1790.29,7100,14924.63,201,12,1,3
0,0,2,46,4629,25,12,2874.88,11680,29.69,228,4,1,2
0,0,2,57,8616,3,12,2200,121543.4,429.06,238,7,0,3
0,0,1,41,6517,72,12,3500,744.9,11036.44,195,4,0,0
0,0,1,32,6640,82,12,5000,4346,210.89,207,15,0,3
0,1,0,27,4302,29,12,1779.22,1300,5000,181,12,0,2
0,0,2,62,4629,48,12,9279.66,13560.03,0.5,231,13,0,3
0,0,2,64,6121,94,12,2200,2584.41,0.5,261,15,1,0
0,0,1,45,6640,3,11,30000,840,0.5,198,15,0,3
0,0,1,25,4083,6,12,2976.68,121543.4,62.79,213,4,0,3
0,0,1,31,6425,52,12,3960,3141.34,1433.7,200,15,0,3
0,0,1,44,6274,3,12,7000,39090,57094.38,205,14,0,3
0,0,2,33,8678,95,12,4800,17470.75,0.5,210,15,0,2
0,0,1,33,3443,92,12,8400,19190,42.35,200,15,1,3
0,0,2,34,5087,86,12,8136,12651.39,4855.77,240,15,1,3
0,0,1,31,3563,64,12,6400,16845.75,0.5,200,15,1,3
0,0,1,30,3779,50,12,2090,9320,57.18,207,13,0,3
0,0,2,38,4598,115,12,17500,91658.9,17697.23,216,15,1,3
0,0,1,44,8922,3,12,13400,121543.4,18510.47,211,15,0,2
0,0,1,44,6274,24,12,3050,121543.4,6451.61,205,8,0,3
0,0,2,35,4325,3,12,3052,1600,6840.91,221,15,0,3
0,0,1,49,6456,87,12,13500,2621.5,424.26,198,15,0,3
0,12,1,26,4417,3,12,1092.33,121543.4,2975.8,169,4,1,2
0,3,0,42,6821,97,12,9546,49100,0.5,187,14,0,3
0,0,1,33,3960,12,12,5500,41500,5233.41,200,15,1,3
0,0,1,27,3899,20,12,1200,7490.71,0.5,172,15,0,3
0,2,2,42,6503,48,12,983.58,9451,781.19,201,15,0,2
0,0,1,37,4629,3,12,1200,3060.74,3302.37,197,15,0,3
0,0,2,48,4598,92,12,8000,52961.7,5385.99,224,13,0,3
0,0,1,30,4629,17,12,3000,17347.7,1763.2,200,15,0,3
0,16,2,35,6670,64,12,20000,3912.89,2433.83,221,15,0,3
0,32,2,39,5117,34,12,3250,10054.3,1688.65,229,13,2,3
0,2,2,50,5725,51,12,7033,6587.24,3206.6,224,15,1,3
0,0,1,48,6456,103,11,1000,12950,40,199,15,0,2
0,0,2,38,8343,26,12,1313.5,6647.09,7989.47,204,14,1,3
0,0,0,43,6821,119,12,16000,35215.45,5345.14,185,15,1,3
0,0,2,33,3779,17,12,6000,3250,22579.43,213,4,0,2
0,0,2,35,5056,48,12,8200,35214,6980.36,196,15,0,3
0,1,2,34,4682,14,11,496.94,4260.61,0.5,197,14,0,3
0,0,2,31,7673,3,12,1900,121543.4,3576.85,202,11,0,2
0,0,2,33,6031,17,12,2400,6000,2667.85,238,15,0,3
0,0,2,28,4748,72,12,8500,30868.7,4373.23,219,6,1,3
0,0,1,31,5329,53,3,4358,9.2,2126.11,219,23,1,3
0,23,1,32,7826,60,12,2900,17584.66,161.62,192,15,1,3
0,17,2,48,13579,37,12,3039,4292.4,5677.42,224,2,1,3
0,0,1,38,7551,104,12,4800,41740,57094.38,201,20,0,3
0,0,2,32,5605,13,12,1500,121543.4,2755.36,196,15,1,2
0,0,1,58,5209,120,12,7500,118258.4,1430.25,212,15,0,3
0,0,2,31,6456,50,12,9500,649.76,0.5,224,15,0,3
0,0,1,49,7066,61,0,5271,90291.7,2773.28,185,15,1,3
0,0,1,56,16501,114,0,3673,46581.77,8094.92,213,15,1,3
0,0,1,26,4028,14,12,3459.11,4750,1938,194,15,0,3
0,0,1,40,7886,72,12,4500,20120,2815.39,197,15,2,2
0,1,1,46,4570,22,12,11670,4188.38,0.5,198,15,0,3
0,0,1,45,4174,22,12,2000,3790,538.33,193,15,0,3
0,8,1,32,6304,94,12,4355,6700,1670.32,192,15,1,2
0,0,1,53,12012,3,12,1230.69,2698.2,2818.34,178,13,0,2
0,0,2,38,5228,25,12,1329.74,500,2260.01,196,14,0,2
0,0,2,35,7886,51,12,3033,1710.68,3007.11,221,7,0,3
0,0,2,52,15862,63,12,3100,744.01,309.75,228,4,1,2
0,0,2,35,5786,3,12,5250,3129.53,0.5,225,15,0,3
0,10,2,57,13579,72,12,5700,3500,52141.55,230,14,1,2
0,1,2,31,5909,48,12,1800,4950,14596.29,226,15,1,3
0,0,2,38,4862,3,12,1334.86,14405.16,7962.54,199,15,2,3
0,0,1,33,3748,9,12,1710.82,500,13109.89,188,15,0,3
0,0,1,34,5391,98,12,7500,38830.4,22620.42,202,15,0,3
0,0,1,33,7612,88,12,3350,8641,815.45,219,15,0,3
0,0,1,44,6151,34,12,4500,4602.72,1032.3,194,15,1,3
0,0,2,52,4144,120,12,11749,46060,10126.05,224,15,2,3
0,0,1,35,6974,29,12,4700,39163.95,0.5,202,15,1,3
0,0,2,57,13579,87,12,5900,4631.69,7566.9,238,4,1,3
0,0,1,29,3899,16,12,2500,4590,0.5,200,15,0,3
0,0,1,30,4356,50,12,3550,4183.11,5950.78,200,15,1,3
0,0,1,44,7308,63,12,2300,25900,468.48,195,15,0,2
0,2,1,52,10230,116,12,2500,38980,7375.4,197,15,1,2
0,23,1,30,3718,40,12,2782.94,8728,2339.89,219,12,0,3
0,0,0,40,6090,35,12,9900,25364.77,8382.74,211,15,1,3
0,0,2,51,3534,116,12,5600,25728.64,4389.65,219,15,0,3
0,2,2,53,6243,60,12,2055.73,121543.4,108.41,199,15,0,2
0,0,1,33,3503,48,12,3846,57203.4,12770.49,200,15,0,3
0,0,1,33,4356,52,12,4500,35143.6,3528.97,200,7,2,3
0,0,2,61,7127,87,12,16000,91714.65,28075.53,252,15,0,3
0,0,1,36,6548,36,12,8000,121543.4,250.87,215,7,0,3
0,0,1,51,14856,96,12,8400,26798.63,15426.9,216,15,1,2
0,0,0,37,6821,3,12,1815.42,1643,421.33,203,15,1,3
0,0,1,40,6762,87,12,8000,11498.49,3393.92,198,2,0,3
0,0,0,37,3981,87,12,5000,14235,3171.55,203,6,0,3
0,18,1,36,4964,3,12,2449,121543.4,953.24,202,11,1,3
0,0,1,30,3809,10,12,2141.04,6691,14201.82,200,4,0,3
0,0,1,39,3868,97,12,7945.3,32427,7218.02,221,6,1,3
0,0,1,37,3743,3,12,2339.46,121543.4,8994.21,194,4,2,2
0,0,1,40,7155,27,12,4384.15,29267.86,57094.38,197,6,1,2
0,0,1,52,10657,83,12,6000,1400.54,20.58,185,15,0,3
0,0,2,39,8527,86,12,6857.48,4074.9,0.5,217,15,0,3
0,0,1,34,4721,3,12,1631.14,5180,0.5,182,4,0,2
0,0,1,27,3718,23,12,4000,13796.8,0.5,193,15,0,3
0,0,1,55,5939,12,12,2500,3268.47,8037.53,211,20,1,2
0,0,1,29,5301,31,12,4100,599.1,0.5,214,15,1,3
0,0,1,34,3718,54,12,6255,33165,0.5,177,15,1,3
0,2,1,42,8466,36,12,2244.27,121543.4,3138.47,185,15,0,2
0,0,2,63,10077,88,0,6000,5173.61,2146.79,218,4,0,3
0,0,2,52,6425,90,12,7000,121543.4,161.46,223,15,0,3
0,0,1,32,6456,3,12,2100,1665,0.5,185,4,2,2
0,0,2,48,8192,3,12,8794,121543.4,0.5,198,15,0,3
0,0,1,40,3626,92,12,3114.79,19118.82,1399.28,224,15,0,3
0,0,2,31,3656,3,12,5250,1750,0.5,212,7,0,3
0,0,1,46,5746,16,12,3089.29,121543.4,0.5,190,11,0,2
0,0,1,42,4571,36,12,1337.01,121543.4,3771.38,182,4,0,2
0,0,2,30,4233,3,12,1551.08,2628,1184.5,219,12,0,3
0,0,1,49,5301,37,12,4300,121543.4,0.5,190,14,0,2
0,1,1,62,6456,12,12,10000,23713.46,2240.51,218,15,0,3
0,0,2,54,13761,3,9,11913,60221.75,0.5,224,15,0,3
0,0,1,35,3809,11,12,2855,41873.41,3554.65,197,4,1,3
0,0,2,58,4509,94,12,11364,11258.18,329.11,238,4,0,3
0,0,2,33,5574,61,12,4198.47,18645.3,4698.82,238,15,1,3
0,0,0,34,5301,59,12,3200,35676,1953.66,181,15,0,2
0,2,2,32,7643,111,12,8000,32180,50939.12,228,15,0,3
0,0,1,48,8678,90,12,6015,25137.14,0.5,217,15,0,3
0,0,1,28,4995,28,12,1200,2400,0.5,176,15,1,3
0,0,1,39,7704,45,12,1826.78,1800,1075.12,185,15,0,2
0,0,1,35,5391,95,12,5695,32493.01,0.5,202,7,1,3
0,0,1,33,4995,15,12,6800,719.17,25653.28,200,6,0,3
0,0,1,36,6182,76,12,1800,25259.8,1726.4,197,15,0,3
0,0,1,41,5209,88,12,8500,2499.46,421.59,205,15,0,3
0,0,2,56,4478,5,12,5800,23330,28361.66,230,4,0,2
0,0,2,40,9896,49,12,2700,6339.54,501.27,215,4,0,2
0,0,1,32,3899,26,12,1609.8,14404,1741.94,180,15,0,3
0,1,1,35,4598,75,12,3091,18480.75,3059.23,202,15,1,3
0,0,2,61,9653,3,12,19458,13811.51,0.5,227,15,2,3
0,0,2,29,5169,16,12,914.3,2500,273.57,199,15,0,3
0,0,2,53,8588,102,12,2800,46594.12,21567.48,243,15,1,3
0,0,2,29,4904,12,12,3882.83,7800,15111.2,238,8,0,3
0,0,1,28,3626,23,12,5500,17771,3711.62,200,15,1,3
0,0,1,25,5694,55,12,6600,9194.01,1574.11,189,15,0,3
0,0,2,48,6578,3,12,2300,100.16,1590.02,202,8,0,3
0,2,2,34,5786,78,12,12429,44185.6,0.5,233,15,1,3
0,0,1,32,4113,81,12,2800,40667.6,48.65,190,15,0,2
0,26,1,39,5117,101,12,1900,10036.75,1073.02,183,15,3,3
0,0,1,33,7370,79,12,5668,866.57,0.5,219,15,0,3
0,0,2,37,3899,25,12,11200,11040,1793.43,201,13,0,3
0,0,1,28,4256,13,12,1791.1,7106,14046.87,196,15,0,3
0,5,0,41,5817,29,12,6000,5412.13,16.7,221,15,1,3
0,0,1,61,9287,3,12,3689.21,4300,661.41,212,13,0,3
0,2,2,43,3991,59,12,4000,48340,43888.37,224,4,0,3
0,0,1,29,4295,12,12,2106,8829.2,0.5,200,15,0,3
0,0,1,32,5452,7,12,5342.36,7440,139.31,192,6,0,2
0,0,1,27,3595,23,12,3500,31802,1015.54,194,15,0,3
0,0,1,34,6454,89,12,1718.19,9063,3578.38,182,15,0,2
0,0,2,65,9104,118,0,20000,121543.4,6599.3,213,15,0,2
0,8,2,34,6670,55,12,2300,2662.29,2379.12,216,7,0,3
0,0,2,31,6000,30,12,6031,3898.29,2544.74,242,15,0,2
0,0,1,37,4083,69,12,2200,23194.15,5591.15,216,15,0,3
0,0,2,30,3352,64,12,7500,30223,5622.63,214,15,0,3
0,5,2,37,4994,48,12,8119.98,15250,10518.91,221,14,1,3
0,0,1,58,5179,109,0,2951.57,6600,0.5,213,15,1,3
0,0,1,66,8343,8,12,15000,47314.18,0.5,213,15,0,3
0,0,1,50,5635,3,12,5000,121543.4,0.5,202,4,0,3
0,0,2,43,4874,17,12,7500,17200,0.5,238,15,0,3
0,245,1,26,4417,57,12,2100,121543.4,2431.56,206,15,4,3
0,0,1,28,3534,3,12,2900,12805,1297.4,213,15,0,3
0,0,2,51,15101,87,0,5213,4329.64,1573.14,224,15,0,3
0,0,1,27,3793,2,12,1021.53,1311,3743.84,202,8,0,3
0,0,2,33,6456,8,12,5800,10000,18826.9,213,4,0,2
0,0,1,25,3868,18,12,1295.31,2875,813.78,193,15,0,3
0,0,1,30,4270,2,12,2635.07,12668.01,10218.55,200,4,0,3
0,20,2,28,6456,30,12,4500,16221,599.83,212,2,0,3
0,1,2,48,11032,3,12,4206.58,2075.68,33030.44,216,12,1,2
0,0,2,36,4676,24,12,5137.37,26600,26909.47,221,11,0,3
0,0,2,61,15771,99,12,12310.49,96627.4,33712.02,231,15,4,3
0,0,1,35,8708,47,12,3500,10303.18,0.5,195,15,0,3
0,25,1,43,7886,96,8,11678.33,1253.45,50766.64,211,15,1,2
0,0,1,38,5847,3,12,1200,121543.4,0.5,185,15,0,3
0,0,2,58,9012,79,12,6078.67,121543.4,0.5,220,15,0,3
0,0,1,25,4554,3,12,1783.21,3390,5225.81,174,4,0,2
0,0,1,37,8282,79,12,6700,62.44,128.97,207,15,1,3
0,0,1,32,7005,86,12,14095.45,33820.69,14891.35,200,6,0,3
0,0,1,37,5301,97,12,4500,37709.84,3572.3,214,15,1,3
0,0,2,47,4629,3,12,3000,30950.28,7861.98,217,15,0,3
0,0,2,37,6974,22,12,6750,838.39,429.62,221,18,1,3
0,2,1,32,6913,83,12,4500,42063,25400,200,15,0,3
0,0,1,29,4751,21,12,10500,121543.4,0.5,200,6,0,3
0,0,2,60,4995,89,12,7000,6087.99,1633.89,250,15,0,3
0,0,1,34,5970,3,12,3100,21195.8,2220.65,207,15,0,3
0,0,1,36,4964,3,12,2100,27737.17,4895.75,214,15,0,3
0,0,1,33,3718,3,12,13216.17,47840,57094.38,202,6,0,3
0,0,1,28,4083,22,12,2100,41778.2,2656.24,214,15,0,3
0,0,2,38,4254,18,12,5712.49,10800,0.5,240,6,0,3
0,0,1,33,4690,112,12,7000,74387.96,7632.01,214,15,0,3
0,0,2,36,6335,64,12,17500,33931.08,0.5,214,2,0,3
0,0,2,34,4264,34,4,4500,19065.8,8515.45,215,4,1,3
0,0,2,45,3656,21,12,4760,14120,37375.37,224,4,1,3
0,0,1,38,9865,42,12,2100,2643.23,0.5,177,15,0,3
0,2,1,38,8120,60,12,1928.14,3590,181.55,213,15,0,2
0,0,2,39,7551,3,12,4382,134.29,966.51,214,4,0,3
0,3,1,44,9439,88,12,5500,1826.81,906.53,219,15,0,3
0,0,2,36,8647,29,12,11949.17,12355.04,1167.24,228,15,0,3
0,0,1,30,3710,3,12,10834.91,3103,811.01,200,6,0,3
0,2,1,27,4113,7,12,3606,1000,317.96,189,4,0,3
0,0,1,30,3687,3,11,5160,9165.16,0.5,200,15,0,3
0,0,1,41,6943,24,12,10000,6097.35,997.55,200,15,1,3
0,0,0,30,3809,23,12,7500,11080,9329.64,187,15,0,3
0,0,1,32,4570,32,12,2200,8700,4034.91,212,4,0,3
0,0,1,30,6304,29,12,2599.37,5488.87,4958.45,207,2,1,3
0,0,1,49,12999,18,12,1969.75,3000,1866.24,197,15,0,2
0,3,2,35,6090,70,12,2500,6245,2208.53,221,18,1,3
0,0,1,31,4174,70,12,3410,10718.5,21214.72,200,15,0,3
0,0,2,36,4233,3,12,5000,9094.55,0.5,221,15,2,3
0,0,1,39,8953,92,12,6500,9045.68,5428.86,221,15,0,3
0,0,1,40,5756,37,12,2100,13012.92,6391.33,200,15,0,3
0,0,1,29,6090,42,12,2100,5894,983.11,212,15,0,3
0,0,1,34,6090,3,12,4500,16350,43916.7,195,15,0,3
0,0,1,47,6821,37,12,2500,10966.9,71.92,219,15,0,3
0,32,1,45,11903,64,12,3802.35,2000,7100.99,195,19,2,0
0,0,1,43,4356,98,12,5300,17285.83,26519.13,200,4,1,3
0,0,2,30,3656,18,12,1500,3350,321.23,204,15,0,3
0,0,2,37,7886,9,12,1870,121543.4,5593.75,209,4,0,3
0,0,1,34,7612,101,12,9031.8,41107.8,6363.64,221,15,0,3
0,0,1,31,4950,30,12,7679,28045.3,1708.42,219,15,0,3
0,0,1,49,6609,68,12,10476.6,121543.4,0.5,213,15,0,3
0,0,0,37,4509,38,12,1200,278.75,2160.67,189,15,0,3
0,0,1,57,5725,52,12,5000,22800,16117,219,15,0,3
0,28,1,38,5313,24,12,2164.77,1900,697.98,185,8,0,3
0,0,1,56,6701,87,12,5500,12515.02,3785.82,199,15,1,3
0,0,1,28,5148,3,12,2000,5860,15937.77,202,15,1,3
0,0,2,31,4264,29,12,19500,48245,57094.38,194,15,0,3
0,0,2,35,7035,3,12,5000,21332.43,0.5,221,15,0,3
0,0,1,32,3748,3,9,3314.41,16991.2,0.5,200,15,0,3
0,0,2,43,4995,108,12,5462,67698.6,6476.16,224,15,0,3
0,0,2,46,5391,86,12,15504,36233.4,12896.8,238,15,0,3
0,0,2,46,6670,103,12,30000,46751.59,0.5,222,14,0,3
0,0,2,36,4356,85,12,3219,14300,762.52,233,20,0,3
0,0,2,42,6304,112,12,30000,121543.4,9252.92,216,15,0,3
0,0,2,42,8070,80,12,4000,3092.23,1000.81,218,4,0,3
0,2,2,45,6790,47,12,4500,121543.4,0.5,243,4,0,3
0,0,1,32,6456,65,12,3760,6721.43,2605.62,193,15,0,3
0,0,1,44,7186,96,12,6000,7541.92,5594.37,214,15,0,3
0,0,1,34,3718,39,12,5000,8460,671.17,202,15,0,3
0,0,1,29,5544,52,12,12050,32720,8668.23,212,15,0,3
0,0,1,35,6731,69,12,3500,7005,269.46,202,13,0,3
0,8,2,45,10108,100,12,2500,121543.4,4579.22,219,7,4,3
0,19,2,41,5056,83,12,14248,1422.56,0.5,235,15,1,3
0,0,1,40,3960,51,12,4000,101296.14,7.55,180,15,0,3
0,2,1,57,17382,12,12,2440,500,446.37,211,15,0,2
0,0,2,54,10839,83,12,25000,116575.36,20511.44,238,15,0,3
0,0,2,58,6090,12,12,1130,121543.4,1973.42,213,4,0,2
0,0,0,69,6456,20,12,6600,3723.08,3080.69,199,14,0,3
0,0,2,49,6304,70,12,2300,7854.24,0.5,236,15,0,3
0,0,1,33,3991,45,12,13620.53,33619.6,6428.75,219,15,2,3
0,32,1,37,3996,78,12,2256.12,121543.4,0.5,194,19,2,2
0,0,2,47,11600,50,12,9192,78826.32,57094.38,231,15,0,3
0,0,1,37,6517,79,12,3060.17,19835.1,200.66,197,15,0,3
0,0,2,43,5482,3,12,1800,6850,3929.64,205,15,0,3
0,0,1,32,5513,55,12,4000,34343.02,19850.16,183,15,1,2
0,0,1,53,8374,57,12,8750,141.94,637.72,193,15,0,3
0,0,1,32,5452,10,12,10500,7092.93,2727.64,180,15,0,3
0,0,1,32,4021,3,12,1459.77,700,1514.07,197,23,0,3
0,0,1,36,5605,84,12,6700,13562.13,636.15,202,15,0,3
0,0,2,30,4598,31,12,4700,9380,830.04,219,13,0,3
0,0,2,37,4629,64,12,9291,8686.74,443.03,218,15,0,3
0,0,1,35,7917,100,12,10000,121543.4,114.76,197,15,0,3
0,0,2,54,14856,3,12,900,22056.45,1204.49,199,11,0,2
0,22,1,38,9835,73,12,2900,3005.62,6034.48,202,15,4,3
0,1,1,32,6731,60,12,15820,121543.4,0.5,200,15,0,3
0,0,2,41,5452,80,12,6100,6151.1,86.75,220,15,2,3
0,0,2,54,16683,84,12,7634.16,48036.07,0.5,204,15,0,3
0,0,1,47,6212,36,12,2800,53360.55,265.65,210,15,2,3
0,0,1,54,6456,3,12,13500,59788.97,0.5,198,15,0,3
0,0,2,67,19207,8,0,5600,89189.83,1044.78,232,15,0,3
0,0,2,42,4295,98,12,14400,67019.95,14170.94,224,15,0,3
0,0,1,45,5939,81,12,7164.41,2087.14,187.34,187,12,2,3
0,0,1,36,4553,43,12,4809.19,10445,10596.08,206,15,0,3
0,0,1,49,3382,30,12,6439.69,13533.01,8550.14,219,15,1,3
0,0,1,43,7186,3,12,1021.93,12447,2654.24,218,15,0,2
0,0,2,37,7917,22,12,2600,11930,48854.87,214,4,0,3
0,0,2,39,6974,29,12,5356,121543.4,0.5,226,15,0,3
0,0,2,36,6182,47,12,3370,121543.4,3009.97,221,15,0,3
0,0,2,43,6243,3,12,4800,70634.16,10422.4,224,7,0,3
0,8,1,54,11934,107,12,2100,9887.07,12058.06,205,15,0,3
0,0,2,41,7096,100,12,15000,10500,472.26,204,11,0,3
0,0,2,32,6000,42,12,6031,16745.39,468.57,230,15,1,2
0,0,1,49,6725,54,12,3637.79,10040,4923.96,200,14,0,3
0,0,2,49,7886,110,12,18000,121543.4,12547.51,219,15,1,3
0,0,2,46,9500,15,12,16000,121543.4,28707.3,217,15,1,3
0,0,2,58,15952,3,12,5060,30020,18288.4,230,15,0,2
0,0,1,34,5666,61,12,2200,16100,3035.83,221,15,0,3
0,0,2,56,3899,18,12,9000,121543.4,5027.26,231,15,0,3
0,0,1,38,4872,3,12,1082.22,15530,119.31,198,23,0,2
0,0,1,28,4263,3,12,3811.97,32994.61,0.5,200,15,1,3
0,0,1,31,7005,60,12,2500,7400,1330.46,228,12,1,3
0,0,2,58,13730,59,12,8257,8866.16,2820.95,230,15,0,3
0,0,1,36,4021,69,12,4311,29641.24,0.5,202,15,1,3
0,0,2,52,8739,119,12,21800,107018.63,11630.2,224,15,2,3
0,0,2,54,6198,86,12,2615.25,15500,2358.51,216,15,0,2
0,0,1,51,4935,50,12,5000,35560,0.5,205,15,0,3
0,0,2,51,4598,40,12,7455.4,22200,3498.56,231,15,0,3
0,1,2,41,7673,112,12,8581,121543.4,57094.38,217,15,1,3
0,0,1,32,4325,36,12,5000,89678.5,0.5,212,15,0,3
0,0,1,54,13364,10,12,6500,2284.64,212.86,205,15,0,3
0,0,1,26,4233,16,12,4199.09,5213.47,666.31,189,15,0,3
0,0,2,55,8953,80,12,15000,6865.7,5478.65,211,15,0,3
0,0,2,41,3899,96,12,9311.29,36912.8,0,217,15,0,3
0,0,0,29,4904,31,12,4595.7,2000,223.01,220,15,0,3
0,0,2,30,4660,1,12,2500,1228,0,219,18,0,3
0,1,2,57,9347,119,12,3500,35200,23650.21,218,15,0,3
0,0,1,50,3809,44,12,11087,116986.08,0,205,15,0,3
0,0,1,47,6456,87,12,13500,22501.1,14548.74,198,15,0,3
0,0,1,29,5605,75,12,3000,34890,17001.35,200,4,0,3
0,0,2,52,4035,48,12,2330.65,13840,910.07,216,12,0,2
0,0,1,55,16744,98,12,3200,2412.48,0,230,4,0,2
0,2,2,34,7278,50,12,12000,10551,10811.26,209,15,0,3
0,0,1,48,4629,63,12,1000,73588.8,17287.34,195,15,0,3
0,0,2,35,5026,57,12,11000,121543.4,719.37,240,15,1,3
0,1,1,53,12300,3,12,815.33,14531,1489.65,212,15,0,3
0,0,2,58,7370,104,12,21000,75888,0,238,15,0,3
0,0,1,40,5801,14,12,1295.35,300,11987.72,180,4,0,2
0,1,2,56,6335,117,12,13000,15000,819.07,233,15,0,3
0,0,1,27,3413,49,12,3500,5575.48,231.22,219,15,0,3
0,0,2,35,4295,93,12,6800,82336.44,1166.2,213,15,0,2
0,1,2,40,8282,3,12,3500,121543.4,0,221,8,0,3
0,0,1,33,4205,3,12,6000,38110,0,219,15,2,3
0,0,1,36,4205,104,12,3500,48287.5,1313.57,214,15,0,3
0,0,2,38,4325,78,12,28400,121543.4,28954.03,221,15,0,3
0,0,2,39,3503,42,12,6275,71700,3510.59,216,15,0,3
0,0,2,52,7735,3,12,15000,19540,0,238,15,2,3
0,0,1,45,7917,95,12,4200,7760.3,4122.72,200,15,0,3
0,0,1,48,13030,61,12,2858,1464.88,255.99,198,15,0,3
0,2,1,45,11459,49,12,6529.52,5700,3200,197,12,0,2
0,0,1,49,8466,58,12,4600,1179.74,1120.62,205,15,2,3
0,0,2,61,11569,80,12,30000,5721.39,1777.08,207,15,0,3
0,1,2,43,12453,85,12,8990,53980.62,0,238,15,0,3
0,1,1,31,3474,59,12,8778.25,12000,10531.09,192,4,0,2
0,0,2,48,13640,107,12,4224,30322.36,0,219,15,1,3
0,0,1,45,7916,3,12,1800,22540,0,193,15,0,3
0,0,2,41,5240,74,12,5600,18700,57094.38,216,4,0,2
0,0,1,28,5725,75,12,2000,26800,1454.62,196,15,0,3
0,0,1,35,4478,17,12,6300,31911.2,0,202,15,1,3
0,0,1,29,4904,3,12,5500,32762.78,0,195,15,0,3
0,0,1,39,4448,3,12,3100,24832.85,0,197,15,0,3
0,0,2,54,9562,104,12,13000,58300,47241.91,245,15,1,3
0,0,2,27,5148,69,12,4600,121543.4,2293.3,201,12,0,3
0,0,2,35,3413,71,10,5200,6400,141.19,196,4,0,2
0,0,2,28,4598,13,12,6500,8000,838.7,208,15,0,3
0,0,1,49,4264,55,12,3400,32250,0,198,4,1,3
0,0,2,56,4478,3,12,5600,121543.4,0,230,4,0,2
0,0,2,36,6762,46,12,3539.42,28990,0,240,15,0,3
0,0,1,29,4233,3,12,6501.68,21640,0,212,15,0,3
0,0,2,56,14675,9,12,4000,8155,8017.72,228,11,0,2
0,0,2,47,4629,95,12,30000,4997.25,1899.38,224,15,0,3
0,0,1,37,6365,89,12,7000,3814.01,1823.53,202,15,0,3
0,0,2,46,10839,100,12,3000,22788.4,10665.67,219,15,3,3
0,0,1,40,7096,101,12,7500,49159.37,1120.6,205,15,2,3
0,0,1,39,7127,95,12,8076,7500,1877.93,202,14,0,3
0,0,2,62,7917,3,12,3500,21328.8,0,250,15,1,3
0,0,2,43,5909,21,12,4500,121543.4,0,214,4,1,2
0,0,1,37,9562,105,12,3450,17844,362.31,202,7,0,3
0,0,2,51,12026,103,12,5000,16912.54,7526.15,229,7,0,3
0,0,2,43,8708,60,12,8200,15400,6662.64,204,15,0,3
0,0,2,47,6456,30,12,3500,121543.4,8220.11,224,15,0,3
0,0,2,49,13030,95,12,19708,34385.13,1561.19,219,15,1,3
0,0,2,30,4598,72,12,4500,3250,0,211,15,0,2
0,0,1,57,8343,14,12,8000,1521.91,16840.14,219,15,0,3
0,0,2,44,7520,3,12,2485.21,3740,6428.57,219,15,4,3
0,0,2,53,4995,118,7,6370,60730,243.22,224,15,1,3
0,0,1,55,13030,88,12,2700,7029.6,2292.82,238,15,0,3
0,0,2,38,6821,78,12,12000,121543.4,1734.56,196,15,0,3
